resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
26290,1121,847,131,63,3,5,5,5,10,57,46.788,5551530,40,12,01:35.1,204.946,1
26291,1121,846,1,4,7,6,6,6,8,57,48.458,5553200,1,5,01:34.5,206.223,1
26292,1121,1,131,44,9,7,7,7,6,57,50.324,5555066,39,7,01:34.7,205.688,1
26293,1121,857,1,81,8,8,8,8,4,57,56.082,5560824,1,11,01:35.0,205.123,1
26294,1121,4,117,14,6,9,9,9,2,57,+1:14.887,5579629,48,3,01:34.2,206.83,1
26295,1121,840,117,18,12,10,10,10,1,57,+1:33.216,5597958,30,16,01:35.6,203.73,1
26296,1121,855,15,24,17,11,11,11,0,56,\N,\N,30,14,01:35.5,204.102,11
26297,1121,825,210,20,15,12,12,12,0,56,\N,\N,34,15,01:35.6,203.863,11
26298,1121,817,215,3,14,13,13,13,0,56,\N,\N,37,13,01:35.2,204.735,11
26299,1121,852,215,22,11,14,14,14,0,56,\N,\N,37,18,01:35.8,203.303,11
26300,1121,848,3,23,13,15,15,15,0,56,\N,\N,40,17,01:35.7,203.537,11
26301,1121,807,210,27,10,16,16,16,0,56,\N,\N,46,10,01:34.8,205.445,11
26302,1121,839,214,31,19,17,17,17,0,56,\N,\N,34,20,01:36.2,202.473,11
26303,1121,842,214,10,20,18,18,18,0,56,\N,\N,45,9,01:34.8,205.508,11
26304,1121,822,15,77,16,19,19,19,0,56,\N,\N,33,19,01:36.2,202.523,11
26305,1121,858,3,2,18,20,20,20,0,55,\N,\N,42,8,01:34.7,205.659,12
26306,1122,830,9,1,1,1,1,1,25,50,20:43.3,4843273,50,3,01:31.8,242.188,1
26307,1122,815,9,11,3,2,2,2,18,50,13.6431,4862704,37,8,01:32.3,240.876,1
26308,1122,844,6,16,2,3,3,3,16,50,18.639,4861912,50,1,01:31.6,242.561,1
26309,1122,857,1,81,5,4,4,4,12,50,32.007,4875280,1,10,01:32.3,240.779,1
26310,1122,4,117,14,4,5,5,5,10,50,35.759,4879032,43,13,01:32.4,240.579,1
26311,1122,847,131,63,7,6,6,6,8,50,39.936,4883209,42,7,01:32.3,240.926,1
26312,1122,860,6,38,11,7,7,7,6,50,42.679,4885952,50,5,01:32.2,241.103,1
26313,1122,846,1,4,6,8,8,8,4,50,45.708,4888981,1,4,01:31.9,241.738,1
26314,1122,1,131,44,8,9,9,9,2,50,47.391,4890664,38,2,01:31.7,242.26,1
26315,1122,807,210,27,15,10,10,10,1,50,+1:16.996,4920269,49,12,01:32.4,240.633,1
26316,1122,848,3,23,12,11,11,11,0,50,+1:28.354,4931627,50,9,01:32.3,240.787,1
26317,1122,825,210,20,13,12,12,12,0,50,+1:45.7373,4955646,47,11,01:32.3,240.706,1
26318,1122,839,214,31,17,13,13,13,0,49,\N,\N,48,17,01:33.5,237.763,11
26319,1122,858,3,2,19,14,14,14,0,49,\N,\N,44,18,01:33.5,237.657,11
26320,1122,852,215,22,9,15,15,15,0,49,\N,\N,49,15,01:33.0,238.926,11
26321,1122,817,215,3,14,16,16,16,0,49,\N,\N,47,16,01:33.3,238.166,11
26322,1122,822,15,77,16,17,17,17,0,49,\N,\N,49,14,01:32.7,239.751,11
26323,1122,855,15,24,20,18,18,18,0,49,\N,\N,49,6,01:32.2,241.046,11
26324,1122,840,117,18,10,\N,R,19,0,5,\N,\N,5,19,01:35.6,232.591,3
26325,1122,842,214,10,18,\N,R,20,0,1,\N,\N,\N,0,\N,\N,6
26326,1123,832,6,55,2,1,1,1,25,58,20:26.8,4826843,48,3,01:20.0,237.418,1
26327,1123,844,6,16,4,2,2,2,19,58,2.366,4829209,56,1,01:19.8,238.066,1
26328,1123,846,1,4,3,3,3,3,15,58,5.904,4832747,1,2,01:19.9,237.762,1
26329,1123,857,1,81,5,4,4,4,12,58,35.77,4862613,1,4,01:20.2,236.92,1
26330,1123,815,9,11,6,5,5,5,10,58,56.309,4883152,47,6,01:20.4,236.363,1
26331,1123,840,117,18,9,6,6,6,8,58,+1:33.222,4920065,49,8,01:20.9,234.78,1
26332,1123,852,215,22,8,7,7,7,6,58,+1:35.601,4922444,46,11,01:21.1,234.19,1
26333,1123,4,117,14,10,8,8,8,4,58,+1:40.992,4927835,52,7,01:20.5,236.055,1
26334,1123,807,210,27,16,9,9,9,2,58,+1:44.553,4931396,46,12,01:21.1,234.158,1
26335,1123,825,210,20,14,10,10,10,1,57,\N,\N,44,9,01:21.1,234.34,11
26336,1123,848,3,23,12,11,11,11,0,57,\N,\N,46,17,01:21.6,232.801,11
26337,1123,817,215,3,18,12,12,12,0,57,\N,\N,46,13,01:21.2,233.887,11
26338,1123,842,214,10,17,13,13,13,0,57,\N,\N,51,10,01:21.1,234.317,11
26339,1123,822,15,77,13,14,14,14,0,57,\N,\N,48,16,01:21.4,233.361,11
26340,1123,855,15,24,19,15,15,15,0,57,\N,\N,49,14,01:21.3,233.634,11
26341,1123,839,214,31,15,16,16,16,0,57,\N,\N,45,15,01:21.4,233.557,11
26342,1123,847,131,63,7,17,17,17,0,56,\N,\N,53,5,01:20.3,236.669,3
26343,1123,1,131,44,11,\N,R,18,0,15,\N,\N,11,18,01:22.4,230.469,5
26344,1123,830,9,1,1,\N,R,19,0,3,\N,\N,3,19,01:23.1,228.608,23
26345,1124,830,9,1,1,1,1,1,26,53,54:23.6,6863566,50,1,01:33.7,223.093,1
26346,1124,815,9,11,2,2,2,2,18,53,12.535,6876101,35,3,01:33.9,222.525,1
26347,1124,832,6,55,4,3,3,3,15,53,20.866,6884432,46,2,01:33.8,222.772,1
26348,1124,844,6,16,8,4,4,4,12,53,26.522,6890088,53,9,01:35.0,219.952,1
26349,1124,846,1,4,3,5,5,5,10,53,29.7,6893266,1,10,01:35.2,219.624,1
26350,1124,4,117,14,5,6,6,6,8,53,44.272,6907838,53,6,01:34.7,220.691,1
26351,1124,847,131,63,9,7,7,7,6,53,45.951,6909517,39,5,01:34.4,221.444,1
26352,1124,857,1,81,6,8,8,8,4,53,47.525,6911091,1,7,01:34.8,220.514,1
26353,1124,1,131,44,7,9,9,9,2,53,48.626,6912192,41,4,01:34.0,222.509,1
26354,1124,852,215,22,10,10,10,10,1,52,\N,\N,51,14,01:36.3,216.989,11
26355,1124,807,210,27,12,11,11,11,0,52,\N,\N,52,11,01:35.3,219.304,11
26356,1124,840,117,18,16,12,12,12,0,52,\N,\N,41,12,01:35.8,218.221,11
26357,1124,825,210,20,18,13,13,13,0,52,\N,\N,24,17,01:36.7,216.289,11
26358,1124,822,15,77,13,14,14,14,0,52,\N,\N,25,15,01:36.6,216.392,11
26359,1124,839,214,31,15,15,15,15,0,52,\N,\N,52,13,01:36.2,217.237,11
26360,1124,842,214,10,17,16,16,16,0,52,\N,\N,48,16,01:36.6,216.315,11
26361,1124,858,3,2,19,17,17,17,0,52,\N,\N,43,8,01:34.9,220.286,11
26362,1124,855,15,24,20,\N,R,18,0,12,\N,\N,9,18,01:37.2,215.162,6
26363,1124,817,215,3,11,\N,R,19,0,0,\N,\N,\N,0,\N,\N,3
26364,1124,848,3,23,14,\N,R,20,0,0,\N,\N,\N,0,\N,\N,3
26365,1125,830,9,1,1,1,1,1,25,56,40:52.6,6052554,33,2,01:38.4,199.414,1
26366,1125,846,1,4,4,2,2,2,18,56,13.773,6066327,1,4,01:38.8,198.717,1
26367,1125,815,9,11,2,3,3,3,15,56,19.16,6071714,33,7,01:39.4,197.444,1
26368,1125,844,6,16,6,4,4,4,12,56,23.623,6076177,33,6,01:39.4,197.452,1
26369,1125,832,6,55,7,5,5,5,10,56,33.983,6086537,19,10,01:39.8,196.7,1
26370,1125,847,131,63,8,6,6,6,8,56,38.724,6091278,39,11,01:40.1,196.016,1
26371,1125,4,117,14,3,7,7,7,7,56,43.414,6095968,45,1,01:37.8,200.629,1
26372,1125,857,1,81,5,8,8,8,4,56,56.198,6108752,1,9,01:39.7,196.749,1
26373,1125,1,131,44,18,9,9,9,2,56,57.986,6110540,34,14,01:40.8,194.61,1
26374,1125,807,210,27,9,10,10,10,1,56,+1:00.476,6113030,32,13,01:40.8,194.649,1
26375,1125,839,214,31,13,11,11,11,0,56,+1:02.812,6115366,33,15,01:40.9,194.414,1
26376,1125,848,3,23,14,12,12,12,0,56,+1:05.506,6118060,34,12,01:40.8,194.697,1
26377,1125,842,214,10,15,13,13,13,0,56,+1:09.223,6121777,40,5,01:39.2,197.822,1
26378,1125,855,15,24,16,14,14,14,0,56,+1:11.689,6124243,42,3,01:38.6,198.955,1
